Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
58714673,09/04/2023 05:04:37 PM,09/04/2023 05:32:29 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,103 MOORE STREET,MOORE STREET,GRAHAM AVENUE,HUMBOLDT STREET,GRAHAM AVENUE,HUMBOLDT STREET,ADDRESS,BROOKLYN,MOORE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 05:32:33 PM,01 BROOKLYN,3030970029,BROOKLYN,1000449,195718,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70386263560785,-73.94157569451076,"(40.70386263560785, -73.94157569451076)",17213,36,2,30,56,56
58714437,09/04/2023 05:43:15 AM,09/04/2023 06:50:22 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,565 ALABAMA AVENUE,ALABAMA AVENUE,RIVERDALE AVENUE,NEWPORT STREET,RIVERDALE AVENUE,NEWPORT STREET,ADDRESS,BROOKLYN,ALABAMA AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,09/04/2023 06:50:27 AM,05 BROOKLYN,3038370013,BROOKLYN,1013032,180514,PHONE,Unspecified,BROOKLYN,,,,,,,,40.662099167359294,-73.8962580514654,"(40.662099167359294, -73.8962580514654)",17214,45,2,25,47,47
58718298,09/05/2023 06:24:33 PM,01/19/2024 07:26:27 AM,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,90-10 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,90 STREET,CROSS BAY BOULEVARD,90 STREET,CROSS BAY BOULEVARD,ADDRESS,HOWARD BEACH,SOUTH CONDUIT AVENUE,,Closed,,"The New York City Economic Development Corporation determined that this issue is not within its jurisdiction because the helicopter did not belong to a tour company departing from a NYC heliport.Â  Instead, it was most likely a law enforcement or news gathering helicopter not subject to the routing protocols established for tour helicopters. It may also have been a helicopter that departed as a charter or tour from another City but flew over NYC airspace. Helicopter tours originating from outside NYC are not subject to the same City regulations as tours departing from heliports managed by NYCEDC. Any City regulation of these flights is pre-empted by federal law and subject only to the jurisdiction of the Federal Aviation Administration. To file a complaint with the FAA, you can contact the New York Flight Standards District Office at the following web address:Â https://www.faa.gov/about/office_org/field_offices/fsdo/",01/19/2024 07:26:37 AM,10 QUEENS,4114220004,QUEENS,1027349,183059,ONLINE,Unspecified,QUEENS,,,,,,,,40.6690265015627,-73.84463762373403,"(40.6690265015627, -73.84463762373403)",15314,62,3,41,64,64
58720199,09/05/2023 09:52:12 PM,09/06/2023 12:55:30 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,1763 77 STREET,77 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,77 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/06/2023 12:55:35 AM,11 BROOKLYN,3062370061,BROOKLYN,984765,162541,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6128138825182,-73.9981451029821,"(40.6128138825182, -73.9981451029821)",17616,1,2,44,37,37
58716638,09/04/2023 06:32:41 PM,09/04/2023 06:58:11 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10308,165 CLEVELAND AVENUE,CLEVELAND AVENUE,RUSTIC PLACE,GRANDVIEW TERRACE,RUSTIC PLACE,GRANDVIEW TERRACE,ADDRESS,STATEN ISLAND,CLEVELAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 06:58:15 PM,03 STATEN ISLAND,5051480064,STATEN ISLAND,943246,138508,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.546753277116586,-74.14753988641714,"(40.546753277116586, -74.14753988641714)",10695,15,1,9,76,76
58713280,09/04/2023 11:53:00 PM,09/14/2023 01:00:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11210,1146 EAST   29 STREET,EAST   29 STREET,AVENUE K,AVENUE L,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,09/14/2023 01:00:00 PM,14 BROOKLYN,3076280064,BROOKLYN,998903,166304,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62313043355971,-73.94721551704076,"(40.62313043355971, -73.94721551704076)",17217,60,2,26,43,43
58717774,09/05/2023 08:31:13 AM,09/05/2023 04:38:11 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11420,132-08 111 AVENUE,111 AVENUE,132 STREET,133 STREET,132 STREET,133 STREET,ADDRESS,SOUTH OZONE PARK,111 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/05/2023 04:38:17 PM,10 QUEENS,4116360004,QUEENS,1036819,188382,ONLINE,Unspecified,QUEENS,,,,,,,,40.68358573568912,-73.81045894314077,"(40.68358573568912, -73.81045894314077)",24016,62,3,46,64,64
58713410,09/04/2023 09:40:56 PM,09/04/2023 10:24:06 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11361,212-15 41 AVENUE,41 AVENUE,212 STREET,213 STREET,212 STREET,213 STREET,ADDRESS,BAYSIDE,41 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2023 10:24:10 PM,11 QUEENS,4062360038,QUEENS,1047231,217502,MOBILE,Unspecified,QUEENS,,,,,,,,40.763444846839825,-73.77264542619999,"(40.763444846839825, -73.77264542619999)",14196,26,3,20,69,69
58714751,09/04/2023 10:54:00 PM,09/04/2023 11:05:18 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10458,2650 BRIGGS AVENUE,BRIGGS AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BRIGGS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 11:05:22 PM,07 BRONX,2032940008,BRONX,1014018,254611,MOBILE,Unspecified,BRONX,,,,,,,,40.86547280844361,-73.89237597778484,"(40.86547280844361, -73.89237597778484)",10936,24,5,22,34,34
58715939,09/04/2023 03:07:15 PM,09/04/2023 03:16:18 PM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department reviewed your complaint and provided additional information below.,09/04/2023 03:16:21 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)",14508,25,3,24,65,65
58714847,09/04/2023 03:30:05 AM,09/06/2023 05:20:33 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/06/2023 12:00:00 AM,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,,,,,,,,40.8315271048226,-73.92886303221528,"(40.8315271048226, -73.92886303221528)",10930,50,5,35,27,27
58714584,09/04/2023 10:31:58 PM,09/04/2023 10:38:19 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,234 WEST  122 STREET,WEST  122 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  122 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 10:38:22 PM,10 MANHATTAN,1019270051,MANHATTAN,997838,233484,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80752505554549,-73.95091636234794,"(40.80752505554549, -73.95091636234794)",12424,18,4,36,18,18
58720718,09/05/2023 11:35:09 AM,09/26/2023 04:36:45 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10027,2395 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/26/2023 12:00:00 AM,10 MANHATTAN,1019557503,MANHATTAN,998227,235283,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81246220376422,-73.94950744055203,"(40.81246220376422, -73.94950744055203)",12424,18,4,36,20,20
58717428,09/05/2023 08:51:10 PM,09/05/2023 09:19:56 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/05/2023 09:20:00 PM,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68364302931577,-74.00030286766025,"(40.68364302931577, -74.00030286766025)",13514,14,2,27,48,48
58712518,09/04/2023 09:34:55 PM,09/04/2023 10:36:05 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Park/Playground,11432,164-46 84 AVENUE,84 AVENUE,164 PLACE,168 STREET,164 PLACE,168 STREET,ADDRESS,JAMAICA,84 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2023 10:36:10 PM,08 QUEENS,4098580040,QUEENS,1039677,199986,PHONE,Unspecified,QUEENS,,,,,,,,40.715418487614784,-73.8000587696042,"(40.715418487614784, -73.8000587696042)",24340,25,3,24,65,65
58714443,09/04/2023 09:43:00 AM,09/04/2023 10:17:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228,1239 70 STREET,70 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,70 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,09/04/2023 10:17:04 AM,10 BROOKLYN,3061550062,BROOKLYN,982656,166587,PHONE,Unspecified,BROOKLYN,,,,,,,,40.623919183704196,-74.00574213165288,"(40.623919183704196, -74.00574213165288)",13511,10,2,44,41,41
58719626,09/05/2023 03:13:33 PM,09/06/2023 09:08:07 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10035,2400 2 AVENUE,2 AVENUE,EAST 123 STREET,EAST 124 STREET,EAST  123 STREET,EAST  124 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,09/05/2023 03:13:33 PM,11 MANHATTAN,1017970001,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80143454654757,-73.93443230896085,"(40.80143454654757, -73.93443230896085)",13093,7,4,35,16,16
58715785,09/04/2023 03:40:05 AM,09/04/2023 04:06:06 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11378,60 STREET,60 STREET,60 STREET,FLUSHING AVENUE,60 STREET,FLUSHING AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2023 04:06:09 AM,05 QUEENS,,QUEENS,1010075,201363,ONLINE,Unspecified,QUEENS,,,,,,,,40.71933395163642,-73.90683634131337,"(40.71933395163642, -73.90683634131337)",14788,54,3,34,62,62
58719936,09/05/2023 09:45:20 PM,09/08/2023 09:24:17 PM,DSNY,Department of Sanitation,Obstruction,Sign,Sidewalk,11201,164 WATER STREET,WATER STREET,PEARL STREET,JAY STREET,PEARL STREET,JAY STREET,ADDRESS,BROOKLYN,WATER STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,09/08/2023 09:24:22 PM,02 BROOKLYN,3000400001,BROOKLYN,987840,195437,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.703105455830695,-73.98705223411044,"(40.703105455830695, -73.98705223411044)",16865,68,2,38,54,54
58716161,09/04/2023 02:22:35 PM,09/05/2023 11:22:11 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10035,2032 MADISON AVENUE,MADISON AVENUE,EAST  128 STREET,EAST  129 STREET,EAST  128 STREET,EAST  129 STREET,ADDRESS,NEW YORK,MADISON AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,09/05/2023 11:22:16 AM,11 MANHATTAN,1017530057,MANHATTAN,1001172,233728,PHONE,Unspecified,MANHATTAN,,,,,,,,40.808189011300826,-73.93887241493243,"(40.808189011300826, -73.93887241493243)",13093,7,4,36,16,16
58713330,09/04/2023 10:32:11 AM,09/04/2023 11:30:41 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,45 EAST MOSHOLU PARKWAY NORTH,EAST MOSHOLU PARKWAY NORTH,JEROME AVENUE,KOSSUTH AVENUE,JEROME AVENUE,KOSSUTH AVENUE,ADDRESS,BRONX,EAST MOSHOLU PARKWAY NORTH,,Closed,,The Police Department reviewed your complaint and provided additional information below.,09/04/2023 11:30:46 AM,07 BRONX,2033260105,BRONX,1016541,259702,MOBILE,Unspecified,BRONX,,,,,,,,40.87943716046651,-73.88322973055384,"(40.87943716046651, -73.88322973055384)",11605,24,5,40,34,34
58713648,09/04/2023 08:45:14 PM,09/04/2023 09:21:39 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,884 RIVERSIDE DRIVE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,09/04/2023 09:21:42 PM,12 MANHATTAN,1021360106,MANHATTAN,999035,244344,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83733075391628,-73.94656853762118,"(40.83733075391628, -73.94656853762118)",13090,47,4,23,21,21
58716116,09/04/2023 07:15:26 PM,09/05/2023 01:55:23 AM,DHS,Department of Homeless Services,Encampment,N/A,Residential Building/House,10009,108 EAST    7 STREET,EAST    7 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST    7 STREET,,Closed,,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",09/05/2023 01:55:27 AM,03 MANHATTAN,1004340046,MANHATTAN,988486,203975,PHONE,Unspecified,MANHATTAN,,,,,,,,40.726539939212756,-73.98471698513315,"(40.726539939212756, -73.98471698513315)",11729,70,4,50,5,5
58716273,09/04/2023 09:29:00 PM,09/25/2023 12:23:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10021,310 EAST   74 STREET,EAST   74 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection (DEP) closed your Service Request because animal abuse or neglect must be reported to the NYPD. Call 911 to report animal abuse in progress. To report past or chronic abuse or neglect, please call 311 or visit nyc.gov/311 and search for ""animal abuse.""",09/25/2023 12:23:00 PM,08 MANHATTAN,1014480045,MANHATTAN,996193,219772,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.769891675005326,-73.95688293953381,"(40.769891675005326, -73.95688293953381)",12083,23,4,1,11,11
58714663,09/04/2023 04:52:53 AM,09/04/2023 05:20:48 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,606 FLATBUSH AVENUE,FLATBUSH AVENUE,MIDWOOD STREET,RUTLAND ROAD,MIDWOOD STREET,RUTLAND ROAD,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2023 05:20:50 AM,09 BROOKLYN,3050260154,BROOKLYN,995200,179319,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6588591653865,-73.96053370383761,"(40.6588591653865, -73.96053370383761)",13509,17,2,11,44,44
58719615,09/05/2023 08:26:36 PM,09/19/2023 10:21:03 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11236,1329 EAST  103 STREET,EAST  103 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST  103 STREET,,Closed,,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,09/05/2023 08:26:36 PM,18 BROOKLYN,3082870023,BROOKLYN,1015271,172267,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63945540208489,-73.88822572974053,"(40.63945540208489, -73.88822572974053)",13827,5,2,8,42,42
58717589,09/05/2023 03:55:35 PM,09/05/2023 06:53:02 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11415,85-19 124 STREET,124 STREET,85 AVENUE,HILLSIDE AVENUE,85 AVENUE,HILLSIDE AVENUE,ADDRESS,KEW GARDENS,124 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,09/05/2023 06:53:07 PM,09 QUEENS,4092700048,QUEENS,1032095,195588,PHONE,Unspecified,QUEENS,,,,,,,,40.703391295344936,-73.8274404140414,"(40.703391295344936, -73.8274404140414)",24011,46,3,28,60,60
58719287,09/05/2023 08:57:28 PM,09/07/2023 07:46:06 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10474,671 MANIDA STREET,MANIDA STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,09/07/2023 12:00:00 AM,02 BRONX,2027650205,BRONX,1015221,235633,ONLINE,Unspecified,BRONX,,,,,,,,40.81337962423501,-73.88811426243443,"(40.81337962423501, -73.88811426243443)",12343,8,5,43,24,24
58719312,09/05/2023 11:31:52 AM,09/19/2023 10:42:46 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,DOOR/FRAME,RESIDENTIAL BUILDING,10025,246 WEST  106 STREET,WEST  106 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/19/2023 12:00:00 AM,07 MANHATTAN,1018770049,MANHATTAN,993336,231123,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80105053699144,-73.96718203259579,"(40.80105053699144, -73.96718203259579)",12422,20,4,23,15,15
58720652,09/05/2023 02:01:21 PM,09/08/2023 11:32:16 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11229,1900 QUENTIN ROAD,QUENTIN ROAD,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,09/08/2023 12:00:00 AM,15 BROOKLYN,3068020001,BROOKLYN,996964,161040,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60868484009373,-73.95421028513475,"(40.60868484009373, -73.95421028513475)",13512,32,2,15,36,36
58711700,09/04/2023 06:36:28 AM,09/04/2023 07:06:56 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11210,1082 EAST   42 STREET,EAST   42 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   42 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 07:07:00 AM,18 BROOKLYN,3077670069,BROOKLYN,1002108,168316,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.628647069154084,-73.93566483034935,"(40.628647069154084, -73.93566483034935)",17217,5,2,26,38,38
58717810,09/05/2023 06:38:04 PM,09/08/2023 01:12:24 PM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,1075 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",09/08/2023 12:00:00 AM,04 BRONX,2025140032,BRONX,1004320,243370,PHONE,Unspecified,BRONX,,,,,,,,40.834646977117984,-73.92747201566426,"(40.834646977117984, -73.92747201566426)",10930,50,5,35,27,27
58715803,09/04/2023 08:02:30 PM,09/04/2023 08:30:42 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10456,TINTON AVENUE,TINTON AVENUE,EAST  168 STREET,EAST  169 STREET,EAST  168 STREET,EAST  169 STREET,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2023 08:30:46 PM,Unspecified BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,,,,,,,,,,,,,
58717545,09/05/2023 10:21:00 AM,09/06/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,,10010,50 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",09/06/2023 12:00:00 AM,05 MANHATTAN,1008800019,MANHATTAN,988600,209039,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.74043931823097,-73.98430241179454,"(40.74043931823097, -73.98430241179454)",12073,11,4,50,7,7
58718821,09/05/2023 12:34:04 PM,09/05/2023 02:41:26 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,4349 FURMAN AVENUE,FURMAN AVENUE,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,FURMAN AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/05/2023 02:41:30 PM,12 BRONX,2050430049,BRONX,1024457,265966,MOBILE,Unspecified,BRONX,,,,,,,,40.89659733309558,-73.85456644012864,"(40.89659733309558, -73.85456644012864)",11275,29,5,40,30,30
58714798,09/04/2023 09:51:52 PM,09/06/2023 02:59:43 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11103,31-31 41 STREET,41 STREET,,,,,ADDRESS,ASTORIA,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/06/2023 12:00:00 AM,01 QUEENS,4006790029,QUEENS,1007249,216208,ONLINE,Unspecified,QUEENS,,,,,,,,40.76008756949604,-73.91698037193522,"(40.76008756949604, -73.91698037193522)",16860,39,3,4,72,72
58720383,09/05/2023 03:53:13 PM,09/05/2023 05:31:03 PM,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,11222,1068 MANHATTAN AVENUE,MANHATTAN AVENUE,EAGLE STREET,DUPONT STREET,EAGLE STREET,DUPONT STREET,ADDRESS,BROOKLYN,MANHATTAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/05/2023 05:31:06 PM,01 BROOKLYN,3024960001,BROOKLYN,996699,207157,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.73526600285563,-73.95507951477204,"(40.73526600285563, -73.95507951477204)",18182,36,2,38,57,57
58720182,09/05/2023 08:49:41 PM,09/06/2023 12:13:21 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/06/2023 12:13:24 AM,12 BRONX,2048330028,BRONX,1022911,264242,ONLINE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)",11275,29,5,2,30,30
58711834,09/04/2023 11:37:33 AM,09/11/2023 10:58:48 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10011,35 WEST    9 STREET,WEST    9 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/11/2023 12:00:00 AM,02 MANHATTAN,1005730062,MANHATTAN,985009,206482,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73342202267946,-73.99726132996314,"(40.73342202267946, -73.99726132996314)",12074,57,4,10,3,3
58711976,09/04/2023 01:37:14 PM,09/05/2023 11:11:28 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11205,294 CLERMONT AVENUE,CLERMONT AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,CLERMONT AVENUE,,Closed,,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,09/04/2023 01:37:14 PM,02 BROOKLYN,3021040036,BROOKLYN,992561,190280,PHONE,Unspecified,BROOKLYN,,,,,,,,40.688947514854675,-73.97003174502169,"(40.688947514854675, -73.97003174502169)",17212,68,2,48,55,55
58712887,09/04/2023 04:34:08 PM,09/09/2023 06:08:36 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10027,201 WEST  121 STREET,WEST  121 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/09/2023 12:00:00 AM,10 MANHATTAN,1019270029,MANHATTAN,997904,233156,PHONE,Unspecified,MANHATTAN,,,,,,,,40.806624684515654,-73.95067861914356,"(40.806624684515654, -73.95067861914356)",12424,18,4,36,18,18
58720697,09/05/2023 07:52:53 AM,10/28/2023 03:33:36 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11217,541 BERGEN STREET,BERGEN STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/28/2023 12:00:00 AM,08 BROOKLYN,3011360062,BROOKLYN,991911,187128,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68029658156618,-73.97237913392574,"(40.68029658156618, -73.97237913392574)",17619,16,2,48,50,50
